company name,Current clients,Days per week of sanitation services,Hours logged by sanitation workers,Hours logged by public safety officers,Special event charges,Miscellaneous charges,Sanitation expenses,Public safety expenses,Streetscape & beautification expenses,Salaries,Outside contractor expenses,Insurance costs,Supplies and equipment costs,Total Quotation,Number_Of_Sanitation_Activities,Beautification_Activities,Media_Reach,Total_Staff,Sanitation_services_provided_Yes,Beautification_services_provided_Yes
Consulting Building Advanced,666,7,27718,80109,360146,68260,82438,169061,180098,425496,72148,70632,14702,499857,194227,520,21336569,177,1,1
Architecture West Application,977,7,82705,80109,403576,7313,494803,13771,184119,222817,57071,103169,14386,700006,130338,672,8109122,96,0,1
General Technology Galaxy,319,7,183440,15751,34603,19554,457897,69675,61926,1107423,94858,43737,11286,609052,173585,1128,15408807,119,1,1
Data Atlantic Net,319,7,93728,29517,232796,38771,432993,340559,76839,849208,79962,15805,16466,889162,66800,687,9581485,57,1,1
Building Adventure Advanced,634,7,131772,29517,403576,76450,494764,29648,235401,568947,63570,63546,16873,836263,108173,1174,16799879,40,1,1
Power Alpha Interactive,553,7,161510,122770,192313,103346,566287,114302,237581,377047,120184,73711,12601,1021516,250431,327,30276011,129,1,1
Software Speed Software,904,7,64854,29397,360146,85064,157469,53949,126304,660228,140049,1754,9703,422786,259285,783,2461848,137,1,1
Direct Data Source,251,7,109669,75802,206317,61749,340008,320695,56527,984534,98009,63828,4402,778979,153030,951,13388565,74,1,1
Network Provider South,251,7,89912,75802,454427,70636,167303,324790,105288,1036685,29220,72818,8368,668017,217908,461,14358156,106,1,1
Interactive Internet Systems,1124,7,60347,60586,291340,47793,214538,86534,126982,467385,31008,19665,4797,475847,59235,765,8820886,157,1,1
Internet People Source,450,7,73385,31844,360146,16578,76271,40718,39181,194149,101436,2032,3748,172748,89922,518,7599512,23,1,1
Bell Speed Advanced,450,7,22559,124996,34603,75238,365011,262633,173853,565134,55509,30882,16218,876735,36477,1058,41136407,99,1,1
Venture Speed Data,468,7,45230,65717,281710,103023,528566,20578,212443,484234,93998,17053,12629,864610,194625,698,4276639,127,1,0
Industries Alpha Interactive,380,7,50602,105112,167592,84298,89696,261568,65233,37449,132182,80589,12281,500795,129621,753,33067397,75,1,1
Bell Electronic Electronics,313,7,67264,63696,291340,47780,214530,86563,127039,467375,30984,19681,4848,475912,59232,705,15981331,113,1,1
Resource Digital Network,229,7,163813,63696,19576,102258,508762,26261,51555,600480,21440,53784,10677,688836,160087,473,13800967,99,1,1
Vision Industries Venture,229,7,35435,120078,34603,75247,364968,262646,173916,565148,55498,30869,16225,876777,36477,1082,42775773,130,1,1
North Frontier Building,301,7,90784,18400,449206,30027,353066,276034,37442,776953,132291,104801,9370,696569,214483,319,9000478,77,1,1
People Future Resource,295,5,139597,18400,454427,71840,258640,87072,91171,1178093,141758,6938,1538,508723,81553,809,38881313,76,1,1
Omega Direct North,161,7,76523,34257,360146,16624,76295,40758,39166,194147,101431,2051,3786,172843,89966,544,5614732,22,1,1
Star Innovation Digital,385,7,55061,101503,167592,84312,89726,261537,65195,37471,132213,80637,12315,500770,129598,789,33724376,139,1,1
Telecom Net Max,385,7,156817,101503,167592,104164,418721,324597,24308,1064698,132186,100514,19313,871790,195508,646,17696630,47,1,1
Vision Internet Interactive,1050,7,112835,88978,196511,2189,439312,122239,56479,545832,38826,17503,19704,620219,135104,175,47357527,101,1,0
Venture Pacific Alpha,453,6,159545,50376,402157,22210,502813,20472,175872,412619,6808,89906,17297,721367,131352,316,111639,18,1,1
Solutions Studio Federated,398,7,56707,39629,34603,101281,342413,29760,241437,345645,62421,21375,9983,714891,75020,1005,3056172,35,1,1
Graphics Data Software,1581,7,52223,120296,167592,63366,277702,44308,79351,436493,139768,76795,13445,464727,262558,863,467247,145,1,1
Federated Hardware East,775,7,27009,76032,360146,68297,82440,169109,180049,425434,72187,70642,14722,499895,194283,542,18932453,150,1,1
Omega Atlantic Resource,558,7,83328,107837,121123,25536,234802,180026,190162,65983,72249,66439,11556,630526,169008,973,30060268,113,1,1
Medicine Research Studio,558,7,32085,46394,449206,47189,428106,109730,41817,341508,1159556,16665,17166,626842,106457,466,31640258,53,1,1
Network Technology Galaxy,386,7,147910,46394,19576,102237,508760,26230,51582,600510,21467,53746,10732,688809,160115,497,16127361,63,1,1
Technology Electronics Innovation,601,7,83828,109127,127292,99132,113944,20424,197286,1029560,15040,11393,12048,430786,201079,306,14810010,-11,1,1
Direct Medicine Analysis,214,7,113989,99692,281710,47123,449094,256979,181655,1178437,3736,69535,5877,934851,196601,680,26360201,108,1,0
Adventure Source Vision,1127,7,111225,86638,196511,2147,439364,122243,56533,545785,38774,17476,19703,620287,135188,100,47005221,61,1,0
Galaxy Resource Provider,250,5,121948,86638,454427,71819,258670,87128,91157,1178082,141791,6934,1509,508774,81542,774,42677525,87,1,1
Construction Star Interactive,304,7,60637,7580,211646,122122,328279,275991,172215,776957,15225,27252,2200,898607,105632,778,11597816,88,1,1
Max Solutions Application,155,1,121070,7580,211646,98693,151719,34049,219664,1106778,15174,57424,18528,504125,87158,1113,8968257,39,1,1
Pacific Advanced Atlantic,554,7,162495,92526,360146,71124,82460,9188,44972,745984,141842,68766,19272,207744,61977,953,36788495,25,0,0
Electronic Interactive Electronic,424,7,160286,98573,360146,71177,82457,9200,45007,745930,141821,68771,19294,207841,61955,989,35586204,-17,0,0
Consulting Alpha Application,443,7,86772,108213,127292,99190,113884,20457,197238,1029591,15058,11376,12021,430769,201082,303,13952351,34,1,1
Electronics Architecture Alpha,1177,7,133446,92391,196511,2146,439377,122274,56515,545840,38793,17523,19701,620312,135097,199,56981408,87,1,0
Interactive Data Venture,779,3,164186,40150,196511,100250,338942,204945,20845,1157938,38815,9358,5706,664982,147348,409,10220454,81,1,1
Atlantic Direct Software,437,7,72639,108621,121123,25583,234801,179988,190091,65943,72208,66490,11526,630463,169053,897,33825578,84,1,1
Solutions Direct Digital,737,7,78330,122129,19576,1318,560349,71945,233560,776082,61012,89765,2561,867172,243503,611,3980368,117,1,1
Data Consulting Frontier,380,3,89877,122129,196511,49284,322549,204928,236474,1189613,111392,89861,2578,813235,123935,669,10805965,89,1,0
Telecom Technology Star,460,5,120937,122129,454427,71822,258649,87143,91162,1178032,141732,6970,1511,508776,81551,765,41564426,89,1,1
Innovation Star Adventure,460,7,180508,122129,423722,82046,327013,261884,201107,1174458,141075,90587,19650,872050,246100,619,10184275,152,1,1
Max Atlantic Vision,689,7,92528,18761,449206,29999,353109,53994,37460,660248,132327,104777,9369,474562,214501,368,8068523,35,1,1
Source Alpha Systems,295,7,47994,61765,281710,102974,528613,20536,212420,484247,93969,17108,12604,864543,194600,695,4243434,86,1,0
Interactive Star Analysis,893,7,96789,61765,19576,59460,177303,236760,168181,661114,54702,89474,17125,641704,99750,433,67746073,118,1,1
Hardware Application Power,591,7,133571,61765,9795,113412,317146,78571,92358,202193,99170,77460,19098,601487,92407,758,10462225,158,1,0
Solutions Federated Vision,850,7,165943,61765,225721,114126,568091,87086,158004,661096,141738,52429,9702,927307,240938,923,25106326,48,1,1
People Construction Future,589,7,110738,15474,449206,29990,353056,53969,37462,660225,132340,104777,9327,474477,214441,428,7626989,59,1,1
Data Venture Speed,259,7,20204,15474,76796,95104,442562,34023,59021,785081,74724,9789,15959,630710,143474,811,8278594,40,1,0
Network Data Hardware,901,7,58782,51320,34603,101269,342377,29757,241426,345640,62442,21390,9968,714829,74921,1070,2813914,58,1,1
Data Graphics Analysis,1204,5,137271,51320,454427,112033,116239,87077,63061,1076999,141763,23213,5054,378410,74255,703,78746015,88,1,1
Virtual West Galaxy,876,7,63657,117549,76796,9751,93088,179297,75549,841289,69428,40149,995,357685,261897,362,21715577,113,1,1
Medicine Signal Analysis,876,7,24145,19684,140849,47394,215789,321406,90247,385933,8936,59225,13396,674836,261774,1061,15312375,110,1,1
Direct Interactive Network,581,7,17203,12237,291340,57498,486541,266595,136227,222502,93285,9892,2140,946861,220854,917,47058156,96,1,1
Solutions Venture Construction,864,7,52049,40777,360146,85022,157526,54016,126311,660226,140071,1717,9700,422875,259263,731,2408158,118,1,1
Interactive Software Industries,2482,7,150569,72703,423722,19271,467961,340756,38963,1155437,21482,86423,20793,866951,137372,78,14189504,103,1,1
People Advanced Analysis,1011,7,31806,112508,167592,63349,277660,44319,79360,436482,139744,76758,13409,464688,262510,814,414572,129,1,1
Adventure Frontier Adventure,242,7,163670,96309,360146,71137,82446,9179,44967,745954,141805,68801,19300,207729,61965,1018,31815463,45,0,0
Source Solutions Industries,242,7,168462,96309,423722,82021,327072,261850,201111,1174497,141074,90652,19656,872054,246087,622,11104232,138,1,1
Graphics East Star,2216,7,146301,71564,423722,19281,467947,340771,38977,1155442,21522,86412,20800,866976,137443,175,19177120,102,1,1
Frontier Virtual West,2216,7,86208,33335,232796,38828,433045,340512,76847,849220,79925,15777,16476,889232,66760,749,10284323,91,1,1
Software South People,346,7,80965,46596,34603,101257,342412,29794,241420,345611,62433,21362,9964,714883,74924,969,4424814,50,1,1
Alpha Electronics People,293,7,172880,10458,34603,19571,457898,69687,61914,1107417,94849,43739,11326,609070,173558,1165,17538323,124,1,1
Hardware Advanced North,293,7,173906,10458,423722,82030,327041,261876,201062,1174474,141035,90584,19636,872009,246101,591,9266355,108,1,1
Contract Design Virtual,3635,7,71887,114060,281710,27394,169904,86651,10268,325515,87045,68403,18153,294217,256184,949,1117883,24,1,1
Max Virtual Electronics,1064,6,143863,45812,402157,22271,502778,20480,175912,412622,6830,89854,17339,721441,131433,353,676799,62,1,1
Solutions Hill South,901,7,73888,29886,360146,16578,76314,40782,39171,194145,101365,2036,3764,172845,89988,618,846286,71,1,1
Vision Frontier Medicine,901,7,73888,29886,211646,122156,328280,276041,172248,776949,15168,27235,2195,898725,89988,618,846286,71,1,1
Advanced Innovation Innovation,433,7,165133,29886,19576,102263,508789,26245,51585,600479,21470,53759,10675,688882,160100,530,14449660,76,1,1
Contract Industries Building,830,7,56880,97090,336921,8600,566623,31449,131719,700110,58292,21570,2612,738391,75977,696,27366134,105,1,1
Direct Building Data,608,7,80600,130777,19576,1304,560339,71946,233563,776149,61034,89744,2549,867152,243449,631,3451054,90,1,1
Building Net Technology,889,5,105634,130777,30373,22086,86773,306542,209549,590086,63117,109162,6932,624950,138421,667,22478007,141,1,1
Electronics Medicine Telecom,889,7,118094,75684,403576,54417,231305,196556,25161,238666,63397,69894,13652,507439,54634,404,36369513,75,1,1
Software Omega Galaxy,1427,7,72441,71918,281710,116288,342216,161255,127511,255328,8693,63175,16196,747270,160283,729,26500099,39,1,1
Resource Advanced Consulting,1465,7,74824,67987,281710,116272,342254,161257,127487,255299,8704,63154,16189,747270,160345,788,19204215,57,1,1
Graphics Network Architecture,751,7,70332,128092,403576,15327,370776,109700,147262,621217,45785,64511,11060,643065,92991,326,63159621,69,1,1
Signal Construction Power,325,7,139214,128092,19576,102208,508785,26240,51541,600516,21447,53777,10718,688774,160110,501,13030749,71,1,1
Application Research Network,325,7,34972,39686,360146,14909,574591,293675,187647,1189024,72684,75679,13033,1070822,146782,623,50600333,45,1,1
Advanced Virtual Resource,878,7,80995,14642,211646,122156,328293,276055,172230,776911,15161,27305,2206,898734,105607,844,11868838,101,1,1
Adventure Net Technology,694,7,60874,97192,121123,25522,234797,179973,190121,65953,72274,66420,11555,630413,169048,995,30938852,112,1,1
Atlantic Internet Data,698,7,43307,79059,360146,68274,82440,169064,180100,425491,72154,70651,14726,499878,194312,557,18533380,157,1,1
Hardware Venture Digital,913,5,142900,79059,454427,71813,258616,87080,91161,1178100,141780,6940,1522,508670,81513,768,44736562,88,1,1
Future Source Signal,913,7,25877,44744,360146,14942,574607,293638,187630,1189000,72702,75714,13075,1070817,146749,624,50429493,61,1,1
People Software Systems,803,7,102481,16840,449206,30035,353071,53997,37404,660238,132348,104823,9396,474507,214476,411,9040385,46,1,1
Advanced Pacific General,1172,7,56071,111760,76796,9703,93118,179249,75539,841331,69427,40100,1003,357609,261941,374,16535684,125,1,1
Provider Software Atlantic,1172,7,56071,111760,211646,122150,328297,275990,172256,776951,15233,27272,2224,898693,261941,374,16535684,125,1,1
Adventure Hardware Venture,1628,7,122705,93025,196511,2151,439376,122238,56515,545802,38821,17466,19750,620280,135193,128,44095756,111,1,0
Federated Direct Contract,598,7,176539,123391,192313,103371,566327,114287,237610,377012,120160,73737,12577,1021595,250508,256,25308307,110,1,1
Advanced Internet Analysis,834,7,156008,123391,9795,113392,317097,78575,92353,202134,99173,77476,19154,601417,92415,637,13309014,147,1,0
Direct Speed Software,834,7,156008,123391,211646,122123,328307,275989,172234,776923,15201,27309,2231,898653,92415,637,13309014,147,1,0
Research East Source,876,7,71082,102817,127292,99129,113883,20461,197274,1029562,15020,11398,12052,430747,201064,303,14656288,40,1,1
Advanced Hardware North,835,7,61398,28551,360146,16579,76286,40768,39165,194155,101362,1997,3724,172798,90029,502,846458,64,1,1
Electronics Internet Source,1262,5,134195,28551,9795,111982,116228,118976,63070,1076983,10155,23226,5059,410256,74255,618,78163182,90,1,1
Galaxy Star Signal,765,3,157933,46895,196511,100259,338961,204943,20819,1157968,38829,9351,5693,664982,147317,462,9345346,90,1,1
Network Future Application,687,7,60212,27806,360146,16571,76248,40741,39219,194157,101365,2049,3757,172779,89998,477,6606393,74,1,1
Galaxy People Provider,719,7,59701,105918,121123,25560,234818,179992,190136,65958,72244,66495,11566,630506,169048,936,34830167,115,1,1
Future Building Star,272,7,80491,31280,360146,16614,76315,40758,39188,194175,101383,2003,3750,172875,89958,598,449162,38,1,1
Galaxy Construction Analysis,862,5,84275,31280,30373,22059,86740,306531,209516,590088,63086,109146,6920,624846,138311,549,24656862,156,1,1
Federated Innovation Virtual,312,7,32478,31280,76796,95147,442590,34016,59025,785088,74705,9835,15925,630778,143345,780,6795806,60,1,0
Power Max Net,524,3,166429,47072,196511,100269,338963,204922,20794,1157941,38796,9361,5673,664948,147281,494,12383771,116,1,1
Future Signal Direct,524,7,84323,32938,232796,38813,433017,340535,76873,849152,79962,15785,16458,889238,66797,767,11669383,55,1,1
Electronic Research Design,829,7,96715,32938,19576,59468,177353,236736,168184,661050,54711,89449,17155,641741,99753,400,58823291,130,1,1
Network Star Electronic,329,7,111476,32938,19576,59450,177329,236759,168167,661096,54709,89476,17154,641705,99816,412,65961851,140,1,1
Analysis Direct Graphics,329,7,97545,32938,454427,70586,167245,324799,105347,1036712,29224,72814,8379,667977,217833,578,12867157,141,1,1
Bell Architecture West,379,5,144958,32938,454427,71832,258665,87139,91190,1178075,141763,6913,1506,508826,81602,804,44096370,71,1,1
Vision Alpha Pacific,898,3,163328,43692,196511,100229,338994,204929,20814,1157930,38813,9392,5665,664966,147272,374,13060439,56,1,1
Interactive Design West,748,6,137217,58043,402157,22246,502794,20439,175857,412655,6763,89891,17359,721336,131391,287,-62325,67,1,1
Architecture Omega Medicine,473,7,103535,63274,217535,111288,294276,249872,244760,921571,58965,71351,7903,900196,267210,538,7612021,55,1,0
Galaxy North Bell,529,7,87518,112488,127292,99129,113911,20496,197304,1029545,15039,11401,12096,430840,201061,328,13471091,21,1,1
East Application Architecture,1015,5,111466,112488,454427,111957,116233,87099,63108,1077023,141736,23219,5059,378397,74163,675,66029157,98,1,1
Frontier Signal Hill,468,7,83917,32863,360146,16617,76275,40791,39213,194133,101410,2021,3729,172896,89915,603,3627359,62,1,1
Star Consulting Bell,1475,7,86821,76647,281710,30996,165534,116060,47350,1081577,105618,68418,16359,359940,234607,310,647319,110,1,1
Contract Software Solutions,1116,7,122738,76647,403576,36679,61656,337237,190544,989883,67657,39995,20121,626116,125341,307,1872760,85,1,1
Omega Hardware Graphics,1116,7,80963,24625,232796,38769,433047,340520,76829,849184,79947,15795,16485,889165,66729,737,9759577,86,1,1
Resource North Hardware,727,7,163655,24625,225721,114104,568049,87090,158004,660233,141772,52447,9725,927247,240873,1028,33623556,57,1,1
Industries Net Hardware,586,7,87914,112919,127292,99149,113943,20492,197305,1029571,15059,11408,12047,430889,201094,284,14576392,0,1,1
Technology Interactive Alpha,866,7,82338,99004,336921,8615,566601,31489,131729,700123,58308,21539,2620,738434,75972,753,27133254,94,1,1
Building Hardware Vision,718,7,63407,132170,19576,1359,560396,71897,233533,776130,61052,89719,2570,867185,243434,647,4211759,81,1,1
Speed South Consulting,1005,7,83302,103085,121123,25528,234768,179973,190104,65978,72247,66441,11575,630373,169052,964,31712694,149,1,1
